bookID,Book-Title,authors,isbn,isbn13,language_code,publisher,
31999,鋼之鍊金術師 7,Hiromu Arakawa/荒川弘/方郁仁,9861146156,9.78986E+12,zho,東立,
32016,The Gospel According to Job,Mike Mason,158134449X,9.78158E+12,eng,Crossway Books,
32039,Avid Editing: A Guide for Beginning and Intermediate Users,Sam Kauffmann,240805410,9.78024E+12,en-US,Focal Press,
32053,The Complete Poems (Poetry Library),D.H. Lawrence,1853264172,9.78185E+12,eng,Wordsworth Editions,
32060,Complete Short Stories  Vol 2,D.H. Lawrence,670000965,9.78067E+12,en-GB,Penguin/Viking Compass (Non-Classics),
32065,D.H. Lawrence and Italy: Twilight in Italy/Sea and Sardinia/Etruscan Places,D.H. Lawrence,141180307,9.78014E+12,eng,Penguin Classics,
32070,The Complete Poems,D.H. Lawrence/Vivian de Sola Pinto/Warren Roberts,140186573,9.78014E+12,eng,Penguin Classics,
32071,Sons and Lovers,D.H. Lawrence/Geoff Dyer,375753737,9.78038E+12,eng,Modern Library Classics,
32075,The Woman Who Rode Away and Other Stories,D.H. Lawrence/Christa Jansohn,521294304,9.78052E+12,eng,Cambridge University Press,
32078,Amnesia Moon,Jonathan Lethem,015603154X,9.78016E+12,eng,Mariner Books,
32080,Paul Revere's Ride,David Hackett Fischer,195098315,9.7802E+12,eng,Oxford University Press  USA,
32082,The Great Wave: Price Revolutions and the Rhythm of History,David Hackett Fischer,019512121X,9.7802E+12,eng,Oxford University Press  USA,
32083,Growing Old in America: The Bland-Lee Lectures Delivered at Clark University,David Hackett Fischer,195023668,9.7802E+12,eng,Oxford University Press  USA,
32094,Nathaniel Hawthorne: The Scarlet Letter: Essays  Articles  Reviews,Elmer Kennedy-Andrews,231121911,9.78023E+12,eng,Columbia University Press,
32096,The All-True Travels and Adventures of Lidie Newton,Jane Smiley,449910830,9.78045E+12,eng,Ballantine Books,
32097,The Age of Grief,Jane Smiley,385721870,9.78039E+12,eng,Anchor,
32099,A Year at the Races: Reflections on Horses  Humans  Love  Money  and Luck,Jane Smiley,1400033179,9.7814E+12,eng,Anchor,
32102,Venetia,Georgette Heyer,373771665,9.78037E+12,eng,Hqn,
32103,Lady of Quality,Georgette Heyer,99474468,9.7801E+12,eng,Arrow,
32104,False Colours,Georgette Heyer,99476339,9.7801E+12,eng,Arrow,
32105,Sylvester,Georgette Heyer/Joan Wolf,373836082,9.78037E+12,eng,Harlequin,
32106,The Convenient Marriage,Georgette Heyer,99474425,9.7801E+12,eng,Arrow,
32107,Sprig Muslin,Georgette Heyer,99476355,9.7801E+12,eng,Arrow,
32108,The Talisman Ring,Georgette Heyer,99474395,9.7801E+12,eng,Arrow,
32110,The Nonesuch,Georgette Heyer,99474387,9.7801E+12,eng,Arrow,
32111,The Foundling,Georgette Heyer/Kay Hooper,373835493,9.78037E+12,eng,Harlequin,
32113,Ali and Nino,Kurban Said/Jenia Graman,99283220,9.7801E+12,eng,Vintage/Ebury,
32115,Ali und Nino,Kurban Said,3548601316,9.78355E+12,ger,List,
32121,Last Rights (Francis Hancock #1),Barbara Nadel,755321367,9.78076E+12,eng,Headline,
32122,Belshazzar's Daughter (Inspector Ikmen #1),Barbara Nadel,1933397497,9.78193E+12,eng,Felony & Mayhem,
32124,Deep Waters (Cetin Ikmen  #4),Barbara Nadel,747267197,9.78075E+12,eng,Headline,
32125,After the Mourning (Francis Hancock #2),Barbara Nadel,755321383,9.78076E+12,eng,Headline,
32129,Spiritual Midwifery,Ina May Gaskin,1570671044,9.78157E+12,eng,Book Publishing Company (TN),
32130,Monday Night Class,Stephen Gaskin,1570671818,9.78157E+12,en-US,Book Publishing Company,
32137,Summer of the Dragon,Elizabeth Peters,380731223,9.78038E+12,eng,HarperCollins,
32138,Devil May Care,Elizabeth Peters,380731150,9.78038E+12,eng,Avon,
32139,The Deeds of the Disturber (Amelia Peabody  #5),Elizabeth Peters,380731959,9.78038E+12,eng,Avon,
32144,The Mammoth Book of Egyptian Whodunnits,Mike Ashley/Elizabeth Peters/Lynda S. Robinson/Lauren Haney,786710659,9.78079E+12,eng,Running Press,
32154,The Best American Classics,Cook's Illustrated Magazine/John  Burgoyne,1933615036,9.78193E+12,eng,Cook's Illustrated,
32155,Cook's Illustrated 2005 (Cook's Illustrated Annuals),Cook's Illustrated Magazine,936184922,9.78094E+12,eng,America's Test Kitchen,
32160,Cook's Illustrated 2003 (Cook's Illustrated Annuals),Cook's Illustrated Magazine,936184728,9.78094E+12,eng,Boston Common Press,
32165,Cook's Illustrated 1995 (Cook's Illustrated Annuals),Cook's Illustrated Magazine,964017938,9.78096E+12,eng,Cook's Illustrated,
32181,Zelda's Cut,Philippa Gregory,6511775,9.78001E+12,eng,HarperCollins Publishers,
32184,Thanksgiving on Thursday (Magic Tree House  #27),Mary Pope Osborne/Salvatore Murdocca,375806156,9.78038E+12,eng,Random House Books for Young Readers,
32185,Rurouni Kenshin  Volume 27,Nobuhiro Watsuki,1421506742,9.78142E+12,eng,VIZ Media LLC,
32186,Ranma 1/2  Vol. 27 (Ranma ½ (US 2nd)  #27),Rumiko Takahashi,1591164591,9.78159E+12,eng,VIZ Media LLC,
32189,Sukhoi Su-27 Flanker (WarbirdTech  #42),Yefim Gordon/Peter Davison,1580070914,9.78158E+12,eng,Specialty Press,
32197,1001 Illuminated Initial Letters: 27 Full-Color Plates,Owen    Jones,486256073,9.78049E+12,eng,Dover Publications,
32199,Gold Rage (Wilderness  #27),David   Robbins/David Thompson,843945192,9.78084E+12,eng,Leisure Books,
32202,Asfixia,Chuck Palahniuk,9875661708,9.78988E+12,eng,Debolsillo,
32213,Expectant Father,Melinda Curtis,373713010,9.78037E+12,eng,Harlequin Special Releases,
32226,Horse Heaven,Jane Smiley,804119430,9.7808E+12,eng,Ballantine Books,
32234,White Oleander,Janet Fitch,316182540,9.78032E+12,eng,Little  Brown and Company,
32241,The Night Remembers (Night  #1),Kathleen Eagle,380784912,9.78038E+12,eng,HarperTorch,
32254,The Mephisto Club (Rizzoli & Isles  #6),Tess Gerritsen,345476999,9.78035E+12,eng,Ballantine Books,
32255,Vanish (Rizzoli & Isles  #5),Tess Gerritsen,345476980,9.78035E+12,eng,Ballantine Books,
32256,Call After Midnight & Under The Knife,Tess Gerritsen,037377172X,9.78037E+12,en-US,Harlequin,
32257,The Sinner (Rizzoli & Isles  #3),Tess Gerritsen,553815024,9.78055E+12,eng,Bantem Press,
32258,Body Double (Rizzoli & Isles  #4),Tess Gerritsen,034545894X,9.78035E+12,en-US,Ballantine Books,
32262,Life Support,Tess Gerritsen,671553046,9.78067E+12,eng,Pocket Books,
32264,The Family that Couldn't Sleep,D.T. Max,1400062454,9.7814E+12,eng,Random House (NY),
32275,River Out of Eden: A Darwinian View of Life,Richard Dawkins/Lalla Ward,465069908,9.78047E+12,en-US,HarperCollinsPublishers,
32276,Dragons of Eden: Speculations on the Evolution of Human Intelligence,Carl Sagan,345346297,9.78035E+12,eng,Ballantine Books,
32277,Eden: It's an Endless World  Volume 1 (Eden: It's an Endless World  #1),Hiroki Endo,1593074069,9.78159E+12,eng,Dark Horse Manga,
32281,Demonic Males: Apes and the Origins of Human Violence,Richard W. Wrangham/Dale Peterson,395877431,9.7804E+12,en-US,Mariner Books,
32286,A Mad People's History of Madness,Dale Peterson,822953315,9.78082E+12,eng,University of Pittsburgh Press,
32289,A Primate's Memoir: A Neuroscientist's Unconventional Life Among the Baboons,Robert M. Sapolsky,743202414,9.78074E+12,eng,Scribner,
32295,Blame It on the Brain: Distinguishing Chemical Imbalances  Brain Disorders  and Disobedience,Edward T. Welch,875526020,9.78088E+12,eng,P & R Publishing,
32298,Blame!  Vol. 7,Tsutomu Nihei,1595328408,9.7816E+12,eng,TokyoPop,
32300,The Berenstain Bears and the Blame Game,Stan Berenstain/Jan Berenstain,679887431,9.78068E+12,en-US,Random House Books for Young Readers,
32302,Blame!  Vol. 8,Tsutomu Nihei,1595328416,9.7816E+12,eng,TokyoPop,
32303,The New Don't Blame Mother: Mending the Mother-Daughter Relationship,Paula J. Caplan,415926300,9.78042E+12,eng,Routledge,
32307,Blame It on Paris,Laura Florand,765315084,9.78077E+12,eng,Forge Books,
32313,No Wind of Blame (Inspector Hemingway #1),Georgette Heyer,99493675,9.7801E+12,eng,Arrow,
32316,Uncle John's Presents Blame It on the Weather: Amazing Weather Facts,David W. Phillips/Michael Parfit/Suzanne Chisholm/Bathroom Readers' Institute,1571458689,9.78157E+12,eng,Portable Press,
32317,Who's To Blame (Sweet Valley High  #66),Francine Pascal/Kate William,553285556,9.78055E+12,eng,Bantam,
32323,Blame! #1,Tsutomu Nihei,2723431029,9.78272E+12,fre,Glénat,
32328,Air Gear  Vol. 2 (Air Gear  #2),Oh! Great/大暮 維人,034549279X,9.78035E+12,eng,Del Rey,
32329,Air Gear  Vol. 3 (Air Gear  #3),Oh! Great/大暮 維人,345492803,9.78035E+12,eng,Del Rey,
32330,Air Gear  Vol. 1 (Air Gear  #1),Oh! Great/大暮 維人,345492781,9.78035E+12,eng,Del Rey,
32331,Air Gear  Vol. 4 (Air Gear  #4),Oh! Great/大暮 維人,345492811,9.78035E+12,en-GB,Del Rey,
32338,Fire in the Minds of Men: Origins of the Revolutionary Faith,James H. Billington,765804719,9.78077E+12,eng,Basic Books,
32349,Mutant Message Down Under,Marlo Morgan,60723513,9.78006E+12,eng,Harper Perennial,
32350,Mutants & Masterminds: RPG,Steve Kenson/Ramón Pérez,1932442529,9.78193E+12,eng,Green Ronin Publishing,
32351,Mutants: On Genetic Variety and the Human Body,Armand Marie Leroi,142004820,9.78014E+12,eng,Penguin Books,
32353,The New Mutants Classic  Vol. 1,Chris Claremont/Bob McLeod,785121943,9.78079E+12,eng,Marvel,
32358,James Dean: The Mutant King: A Biography,David Dalton,155652398X,9.78156E+12,eng,Chicago Review Press,
32370,Dry,Augusten Burroughs,312423799,9.78031E+12,eng,Picador USA,
32373,Yes  Your Teen Is Crazy!: Loving Your Kid Without Losing Your Mind,Michael J. Bradley,936197447,9.78094E+12,en-US,Harbor Press,
32386,El Retrato De Dorian Gray,Oscar Wilde,849531178X,9.7885E+12,spa,Mestas Ediciones,
32396,Henry IV  Part 1,William Shakespeare/Barbara A. Mowat/Paul Werstine,743485041,9.78074E+12,eng,Simon  Schuster,
32398,Henry IV  Part 2,William Shakespeare/Barbara A. Mowat/Paul Werstine,074348505X,9.78074E+12,eng,Simon  Schuster,
32400,Henry IV  part II,William Shakespeare,141016701,9.78014E+12,eng,Penguin UK,
32401,King Henry IV  Part 2,William Shakespeare/Arthur Raleigh Humphreys,1904271065,9.7819E+12,eng,Bloomsbury Arden Shakespeare,
32408,Piccole donne,Louisa May Alcott/Jame's Prunier/Laura Cangemi,8838461139,9.78884E+12,ita,Piemme,
32410,I Henry IV,William Shakespeare/Gordon McMullan,393979318,9.78039E+12,en-US,W. W. Norton & Company,
32413,Collected Plays: Henry IV  The Man with the Flower in His Mouth  Right You Are,Luigi Pirandello/Henry Reed,714541109,9.78071E+12,eng,Riverrun Press (New York  NY),
32414,Henry IV  Parts I & II,William Shakespeare/Ronald K. Levao,032118274X,9.78032E+12,en-US,Pearson,
32417,Black Sunday,Thomas  Harris,451217411,9.78045E+12,eng,NAL,
32418,Hannibal (Hannibal Lecter  #3),Thomas  Harris,99297701,9.7801E+12,eng,Arrow,
32419,The Hannibal Lecter Trilogy,Thomas  Harris,434009059,9.78043E+12,eng,William Heinemann Ltd.,
32421,Velocity,Dean Koontz,553588257,9.78055E+12,eng,Bantam,
32422,Hideaway,Dean Koontz,425203891,9.78043E+12,eng,Berkley,
32424,Lightning,Dean Koontz,425192032,9.78043E+12,eng,Berkley,
32426,Icebound,David Axton/Dean Koontz,553582909,9.78055E+12,eng,Bantam,
32427,The Servants of Twilight / Darkfall / Phantoms,Dean Koontz/Leigh Nichols,517064871,9.78052E+12,eng,Wings,
32428,Shadow Fires,Leigh Nichols/Dean Koontz,425136981,9.78043E+12,eng,Berkley,
32430,The Bad Place,Dean R. Koontz,425195481,9.78043E+12,eng,Berkley,
32432,Fear Nothing (Moonlight Bay  #1),Dean Koontz,553579754,9.78055E+12,eng,Bantam Books,
32433,The Key to Midnight,Dean Koontz/Leigh Nichols,425147517,9.78043E+12,eng,Berkley Books,
32434,Mr. Murder,Dean Koontz,425210758,9.78043E+12,eng,Berkley,
32435,Phantoms,Dean Koontz,425181103,9.78043E+12,eng,Berkley,
32437,The Face,Dean Koontz,553584480,9.78055E+12,eng,Bantam,
32438,Shattered,Dean Koontz,425099334,9.78043E+12,eng,Berkley,
32439,Intensity,Dean Koontz,553582917,9.78055E+12,eng,Bantam,
32441,The Good Guy,Dean Koontz,553804812,9.78055E+12,eng,Bantam,
32443,The Eyes of Darkness,Leigh Nichols/Dean Koontz,425153975,9.78043E+12,eng,Berkley,
32446,The Door to December,Richard Paige/Dean Koontz,451205421,9.78045E+12,eng,Berkley Books,
32453,The Servants of Twilight,Leigh Nichols/Dean Koontz,747236380,9.78075E+12,eng,Headline Feature,
32456,Darkfall,Dean Koontz,425214591,9.78043E+12,eng,Berkley,
32461,Ghosts and Grisly Things,Ramsey Campbell/Jack Dann/Dennis Etchison,312867573,9.78031E+12,en-US,Tor Books,
32483,Shakespeare: The Biography,Peter Ackroyd,140007598X,9.7814E+12,eng,Anchor,
32484,The Necessary Shakespeare,William Shakespeare,321272501,9.78032E+12,eng,Longman Publishing Group,
32487,Shakespeare After All,Marjorie Garber,385722141,9.78039E+12,eng,Anchor Books,
32488,Playing Shakespeare: An Actor's Guide,John   Barton/Luann Walther,385720858,9.78039E+12,eng,Anchor,
32498,John Grisham Value Collection: A Time to Kill  The Firm  The Client,John Grisham/Michael Beck/Blair Brown/D.W. Moffett,739312642,9.78074E+12,eng,Random House Audio,
32499,The Pelican Brief,John Grisham,385339704,9.78039E+12,eng,Delta,
32500,The Harry Bosch Novels  Volume 1: The Black Echo / The Black Ice / The Concrete Blonde (Harry Bosch #1-3),Michael Connelly,316154970,9.78032E+12,eng,Little  Brown & Company,
32501,Echo Park (Harry Bosch  #12; Harry Bosch Universe  #16),Michael Connelly,316734950,9.78032E+12,eng,Little  Brown & Company,
32502,Angels Flight (Harry Bosch  #6; Harry Bosch Universe  #7),Michael Connelly,446607274,9.78045E+12,eng,Warner Books (NY),
32503,The Harry Bosch Novels  Volume 2: The Last Coyote / Trunk Music / Angels Flight (Harry Bosch  #4-6),Michael Connelly,316614564,9.78032E+12,eng,Little  Brown and Company,
32505,The Closers (Harry Bosch  #11; Harry Bosch Universe  #14),Michael Connelly,446699551,9.78045E+12,eng,Grand Central Publishing,
32506,The Poet (Jack McEvoy  #1; Harry Bosch Universe  #5),Michael Connelly,446690457,9.78045E+12,eng,Grand Central Publishing,
32507,Chasing the Dime,Michael Connelly,044661162X,9.78045E+12,eng,Warner Books,
32508,The Black Echo (Harry Bosch  #1; Harry Bosch Universe  #1),Michael Connelly,446612731,9.78045E+12,eng,Grand Central Publishing,
32509,Tales From Shakespeare,Charles Lamb/Mary Lamb/Arthur Rackham,1853261408,9.78185E+12,eng,Wordsworth Editions,
32510,Shakespeare's Champion (Lily Bard  #2),Charlaine Harris,425213102,9.78043E+12,eng,Berkley Books,
32511,Will in the World: How Shakespeare Became Shakespeare,Stephen Greenblatt,393050572,9.78039E+12,en-US,W.W. Norton & Company (NY/London),
32514,Sonnets,William Shakespeare/Barbara A. Mowat/Paul Werstine,671722875,9.78067E+12,eng,Simon  Schuster,
32516,Shakespeare's Trollop (Lily Bard  #4),Charlaine Harris,425196992,9.78043E+12,eng,Berkley,
32517,Shakespeare's Kitchen: Renaissance Recipes for the Contemporary Cook,Francine Segan/Tim Turner/Patrick O'Connell,375509178,9.78038E+12,eng,Random House,
32520,Sonnets,William Shakespeare/Stephen  Booth,300085060,9.7803E+12,eng,Yale University Press,
32522,The Art of Shakespeare's Sonnets,Helen Vendler,674637127,9.78067E+12,eng,Belknap Press of Harvard University Press,
32523,Hide (Detective D.D. Warren  #2),Lisa Gardner,553804324,9.78055E+12,eng,Bantam Books,
32527,Alone (Detective D.D. Warren  #1),Lisa Gardner/Anna Fields,553584537,9.78055E+12,eng,Bantam,
32530,The Third Victim (Quincy & Rainie  #2),Lisa Gardner,553578685,9.78055E+12,eng,Bantam,
32532,On Becoming a Novelist,John Gardner/Raymond Carver,393320030,9.78039E+12,eng,W. W. Norton & Company,
32533,The Art of Fiction: Notes on Craft for Young Writers,John Gardner,679734031,9.78068E+12,eng,Vintage,
32534,October Light,John Gardner/Tom Bissell,811216373,9.78081E+12,eng,New Directions,
32537,Excellence,John W. Gardner,393312879,9.78039E+12,eng,W. W. Norton  Company,
32540,Conversations with Bernard Malamud (Literary Conversations),J. Michael Lennon/Lawrence M. Lasher,878054898,9.78088E+12,eng,University Press of Mississippi,
32552,Essential Tales and Poems,Edgar Allan Poe/Benjamin F. Fisher,1593080646,9.78159E+12,en-US,Barnes  Noble Classics,
32558,Poetry  Tales and Selected Essays,Edgar Allan Poe/Gary Richard Thompson/G.R. Thompson/Patrick F. Quinn,1883011388,9.78188E+12,eng,Library of America,
32560,The Complete Stories,Franz Kafka/Nahum N. Glatzer/John Updike,805208739,9.78081E+12,eng,Schocken Books,
32561,The Sons,Franz Kafka/Edwin Muir/Willa Muir/Eithne Wilkins/Ernst Kaiser/Mark Anderson/Arthur S. Wensinger,805208860,9.78081E+12,eng,Schocken,
32572,The Metamorphosis and Other Stories,Franz Kafka/Donna Freed/Jason Baker,1593081804,9.78159E+12,eng,Barnes  Noble Classics,
32574,The Metamorphosis And Other Stories,Franz Kafka/Joachim Neugroschel,684194260,9.78068E+12,eng,Scribner Book Company,
32576,Metamorphosis (Star Trek: The Next Generation),Jean Lorrah,671684027,9.78067E+12,eng,Pocket Books,
32578,Lolita,Richard Corliss,851703682,9.78085E+12,eng,British Film Institute,
32579,Lolita: The Screenplay,Vladimir Nabokov,679772553,9.78068E+12,eng,Vintage,
32581,Lolita,Vladimir Nabokov/Martin Amis,679410430,9.78068E+12,eng,Everyman's Library,
32584,Mysteries,Knut Hamsun/Sverre Lyngstad,141186186,9.78014E+12,en-US,Penguin Classics,
32585,Hunger,Knut Hamsun/George Egerton,486431681,9.78049E+12,eng,Dover Publications,
32588,Victoria,Knut Hamsun/Oliver Stallybrass,1557131775,9.78156E+12,eng,Sun & Moon Press,
32589,The Wanderer,Knut Hamsun/Oliver Stallybrass/Gunnvor Stallybrass,285647873,9.78029E+12,eng,Condor Books,
32590,Pan,Knut Hamsun/Sverre Lyngstad,141180676,9.78014E+12,eng,Penguin Classics,
32591,The Last Joy,Knut Hamsun/Sverre Lyngstad,1931243190,9.78193E+12,eng,Green Integer,
32592,In Wonderland,Knut Hamsun/Sverre Lyngstad,970312555,9.78097E+12,nor,Ig Publishing,
32609,Guilty as Charged,Scott Turow/Sarah Shankman/Jay Brandon/Jeremiah Healy/Ed Gorman/John Jakes/Maynard F. Thomson/Lia Matera/Susan Dunlap/Bill Pronzini/John Lutz/Andrew Klavan/Marcia Muller/Stuart M. Kaminsky/Carolyn Wheat/Stan Washburn/Valerie Frankel,671519166,9.78067E+12,eng,Pocket Books,
32610,On the Shoulders of Giants: The Great Works of Physics and Astronomy,Stephen Hawking/Isaac Newton/Nicolaus Copernicus/Albert Einstein/Johannes Kepler/Galileo Galilei,762427329,9.78076E+12,eng,Penguin Books,
32625,Visions of Heaven and Hell,Clive Barker,847827372,9.78085E+12,eng,Rizzoli,
32626,Books of Blood: Volumes One to Three (Books of Blood #1-3),Clive Barker,425165582,9.78043E+12,eng,Berkley Books,
32627,Everville (Book of the Art #2),Clive Barker,60933151,9.78006E+12,eng,HarperPerennial,
32628,The Great and Secret Show (Book of the Art #1),Clive Barker,006093316X,9.78006E+12,eng,HarperPerennial,
32636,Abarat: Days of Magic  Nights of War,Clive Barker,60596384,9.78006E+12,eng,HarperCollins,
32637,Imajica: The Reconciliation,Clive Barker,61094153,9.78006E+12,eng,HarperTorch,
32639,Sacrament,Clive Barker,6482643,9.78001E+12,eng,Harper Voyager,
32640,The Inhuman Condition (Books of Blood  #4),Clive Barker,743417348,9.78074E+12,eng,Pocket Books,
32649,Notebook of a Return to the Native Land,Aimé Césaire/Annette Smith/Clayton Eshleman,819564524,9.78082E+12,eng,Wesleyan University Press,
32650,The Return of the Native,Thomas Hardy/Alexander Theroux,037575718X,9.78038E+12,eng,Modern Library,
32656,The Return of the Native,Thomas Hardy/Phillip Mallett,393927873,9.78039E+12,eng,W. W. Norton & Company,
32664,The Stephen King Collection: Stories from Night Shift,Stephen King/John  Glover,553527401,9.78055E+12,eng,Random House Audio,
32667,Blood and Smoke,Stephen King,671046179,9.78067E+12,eng,Simon & Schuster Audio,
32668,LT's Theory of Pets,Stephen King,074352005X,9.78074E+12,eng,Simon  Schuster Audio,
32679,Carretera maldita,Richard Bachman/Stephen King/Joseph M. Apfelbäume,8401474728,9.7884E+12,spa,Plaza & Janés Editores  S.A.,
32680,Silver Bullet,Stephen King/Bernie Wrightson,451821289,9.78045E+12,en-US,Signet,
32682,Patriot Games (Jack Ryan  #1),Tom Clancy,425134350,9.78043E+12,eng,Berkley,
32686,Legends,Robert Silverberg/Stephen King/Robert Jordan/Terry Goodkind/Anne McCaffrey/Orson Scott Card/Tad Williams/George R.R. Martin/Raymond E. Feist/Terry Pratchett/Ursula K. Le Guin,765300354,9.78077E+12,en-US,Tor Books,
32689,Bare Bones: Conversations on Terror with Stephen King,Tim Underwood/Chuck Miller/Stephen King,446390577,9.78045E+12,eng,Warner,
32691,Four Past Midnight,Stephen King,451213599,9.78045E+12,eng,Signet,
32692,Gerald's Game,Stephen King,831727527,9.78083E+12,eng,Smithmark Publishers,
32694,Faithful: Two Diehard Boston Red Sox Fans Chronicle the Historic 2004 Season,Stewart O'Nan/Stephen King,743267532,9.78074E+12,eng,Scribner,
32695,El talismán,Stephen King/Peter Straub/Pilar Giralt Gorina,8408042432,9.78841E+12,spa,Planeta Publishing,
32696,El umbral de la noche,Stephen King/Gregorio Vlastelica/Eduardo Goligorsky,8497594290,9.7885E+12,spa,Debolsillo,
32702,Rabia,Richard Bachman/Stephen King/Hernán Sabaté Vargas,8427011504,9.78843E+12,spa,Martínez Roca,
32703,The Diary of Ellen Rimbauer: My Life at Rose Red,Joyce Reardon/Steven Rimbauer/Ridley Pearson,786890436,9.78079E+12,eng,Hyperion,
32709,Now and on Earth,Jim Thompson/Stephen King,679740139,9.78068E+12,eng,Vintage,
32714,The Monkey,Stephen King/David Purdham,394299035,9.78039E+12,eng,Random House Audio,
32715,Desperation / The Regulators: Box Set,Stephen King/Richard Bachman,067077605X,9.78067E+12,eng,Viking Adult,
32720,Ojos de fuego,Stephen King/Eduardo Goligorsky,609810871,9.78061E+12,spa,Plaza y Janés,
32737,Tevye's Daughters: Collected Stories of Sholom Aleichem,Sholom Aleichem/Frances Butwin,1929068034,9.78193E+12,eng,Sholom Aleichem Family Publications,
32741,Favorite Tales of Sholom Aleichem,Sholom Aleichem/Ben Shahn/Frances Butwin/Julius Butwin,517412942,9.78052E+12,en-US,Avenel Books,
32750,Brown Girl  Brownstones,Paule Marshall/Mary Helen Washington/Edwidge Danticat,1558614982,9.78156E+12,eng,Feminist Press,
32760,V.,Thomas Pynchon,3499137305,9.7835E+12,ger,Rowohlt,
32765,Gimpel the Fool: And Other Stories,Isaac Bashevis Singer/Saul Bellow,374500525,9.78037E+12,eng,Farrar Straus Giroux,
32767,At the Mountains of Madness,H.P. Lovecraft/China Miéville/S.T. Joshi,812974417,9.78081E+12,eng,Modern Library,
32768,At the Mountains of Madness and Other Novels,H.P. Lovecraft/James Turner/S.T. Joshi/August Derleth,870540386,9.78087E+12,eng,Arkham House Publishers,
32769,At the Mountains of Madness and Other Tales of Terror,H.P. Lovecraft,345329457,9.78035E+12,eng,Del Rey Books,
32773,Mountain Madness (Wilderness  #24),David   Robbins/David Thompson,843943998,9.78084E+12,eng,Leisure Books,
32774,At the Mountains of Madness and Other Novels of Terror,H.P. Lovecraft/August Derleth/E. Hoffmann Price,7127774,9.78001E+12,eng,Voyager,
32778,The Aeneid,Virgil/Robert Fitzgerald,679413359,9.78068E+12,eng,Everyman's Library,
32779,The Aeneid (Verse Translation),Virgil/Rolfe Humphries,24277800,9.78002E+12,en-US,Prentice Hall/Scribner/Macmillan,
32780,The Iliad,Homer/Andrew Lang,1904633382,9.7819E+12,eng,Collector's Library,
32781,War and the Iliad,Simone Weil/Rachel Bespaloff/Mary McCarthy/Christopher E.G. Benfey/Hermann Broch,1590171454,9.78159E+12,eng,NYRB Classics,
32782,The Iliad,Homer/Victor G. Ambrus/Nick McCarty,753453215,9.78075E+12,eng,Kingfisher,
32807,Trojan Odyssey (Dirk Pitt  #17),Clive Cussler,425199320,9.78043E+12,eng,G.P. Putnam's Sons,
32810,The Divine Comedy II: Purgatory,Dante Alighieri/Dorothy L. Sayers/C.W. Scott-Giles,140440461,9.78014E+12,en-US,Penguin Classics,
32811,The Divine Comedy,Dante Alighieri/C.H. Sisson/David H. Higgins,192835025,9.78019E+12,en-US,Oxford University Press,
32812,Paradiso (The Divine Comedy  #3),Dante Alighieri/Dorothy L. Sayers/Barbara Reynolds,140441050,9.78014E+12,eng,Penguin Classics,
32813,Modern Reader's Guide to Dante's the Divine Comedy,Joseph Gallagher,764804944,9.78076E+12,eng,Liguori Publications,
32814,The Canterbury Tales,Geoffrey Chaucer/Nevill Coghill,140440224,9.78014E+12,eng,Penguin Books,
32816,The Canterbury Tales: Fifteen Tales and the General Prologue,Geoffrey Chaucer/V.A. Kolve/Glending Olson,393925870,9.78039E+12,enm,W. W. Norton & Company,
32823,Fanning the Flame: Bible  Cross  and Mission,Chris    Green/Chris Wright/Paul Douglas Gardner,310249872,9.78031E+12,eng,Zondervan,
32827,From the Earth to the Moon (Extraordinary Voyages  #4),Jules Verne,1598184547,9.7816E+12,eng,Aegypan,
32828,The Mammoth Book of New Jules Verne Adventures: Return to the Center of the Earth and Other Extraordinary Voyages  New Tales by the Heirs of Jules Verne,Mike Ashley/Eric Brown/Keith Brooke/Johan Heliot/Kevin J. Anderson/Sarah A. Hoyt/Justina Robson/Adam Roberts/Paul Di Filippo/Tim Lebbon/Molly Brown/Tony Ballantyne/Stephen Baxter/Richard A. Lupoff/Sharan Newman/Michael Pagel/Liz Williams/Brian Stableford/James Lovegrove/Ian Watson/Peter Criwther/Laurent Genefirt/F. Gwynplaine MacIntyre/Michael Mallory,786714956,9.78079E+12,eng,Running Press,
32829,Journey to the Center of the Earth (Extraordinary Voyages  #3),Jules Verne,553213970,9.78055E+12,eng,Bantam,
32830,20 000 Leagues Under The Sea,Pauline Francis/Jules Verne,237526883,9.78024E+12,eng,Evans Brothers,
32831,The Mysterious Island (Extraordinary Voyages  #12),Jules Verne/Caleb Carr/Jordan Stump,812972120,9.78081E+12,eng,Modern Library,
32832,The Lighthouse at the End of the World,Jules Verne,1589630947,9.78159E+12,eng,Fredonia Books (NL),
32833,The World of Jules Verne,Gonzague Saint Bris/Arthur C. Clarke/Stéphane Heuet/Helen Marx/Saint-Bris Gonzague,1885586426,9.78189E+12,eng,Helen Marx Books,
32835,The End of Nana Sahib: The Steam House (Extraordinary Voyages  #20),Jules Verne/Agnes D. Kingston,1410103277,9.78141E+12,eng,Fredonia Books (NL),
32836,Around the World in Eighty Days,Jules Verne/Herbert R. Lottman/Jacqueline Rogers,451529774,9.78045E+12,eng,Signet,
32843,Around the World in Eighty Days,Jules Verne/George M. Towle/Bruce Sterling,812968565,9.78081E+12,eng,Modern Library,
32844,The Mysterious Island,Jules Verne/Jordan Stump/Caleb Carr,812966422,9.78081E+12,eng,Modern Library,
